00OW               20251205                                                                                   
0601OWA0N       20260101000625100000005000 0000000030000961   
0601OWA0N       20260101000630100000005000 0000000030000964   
0601OWA0N       20260101000635100000005000 0000000030000966   
0601OWA0N       20260101000640100000005000 0000000030000970   
0601OWA0N       20260101000645100000005000 0000000030000975   
0601OWA0N       20260101000650100000005000 0000000030000979   
0601OWA0N       20260101000655100000005000 0000000030000983   
0601OWA0N       20260101000660100000005000 0000000030000986   
0601OWA0N       20260101000665100000005000 0000000030000989   
0601OWA0N       20260101000670100000005000 0000000030000992   
0601OWA0N       20260101000675100000005000 0000000030000995   
0601OWA0N       20260101000680100000005000 0000000030001001   
0601OWA0N       20260101000685100000005000 0000000030001004   
0601OWA0N       20260101000690100000005000 0000000030001006   
0601OWA0N       20260101000695100000005000 0000000030001009   
0601OWA0N       20260101000700100000005000 0000000030001012   
0601OWA0N       20260101000705100000005000 0000000030001015   
0601OWA0N       20260101000710100000005000 0000000030001018   
0601OWA0N       20260101000715100000005000 0000000030001020   
0601OWA0N       20260101000720100000005000 0000000030001023   
0601OWA0N       20260101000725100000005000 0000000030001025   
0601OWA0N       20260101000730100000005000 0000000030001028   
0601OWA0N       20260101000735100000005000 0000000030001031   
0601OWA0N       20260101000740100000005000 0000000030001034   
0601OWA0N       20260101000745100000005000 0000000030001037   
0601OWA0N       20260101000750100000005000 0000000030001039   
0601OWA0N       20260101000755100000005000 0000000030001042   
0601OWA0N       20260101000760100000005000 0000000030001044   
0601OWA0N       20260101000765100000005000 0000000030001046   
0601OWA0N       20260101000770100000005000 0000000030001049   
0601OWA0N       20260101000775100000005000 0000000030001051   
0601OWA0N       20260101000780100000005000 0000000030001053   
0601OWA0N       20260101000785100000005000 0000000030001055   
0601OWA0N       20260101000790100000005000 0000000030001057   
0601OWA0N       20260101000795100000005000 0000000030001061   
0601OWA0N       20260101000800100000005000 0000000030001063   
0601OWA0N       20260101000805100000005000 0000000030001065   
0601OWA0N       20260101000810100000005000 0000000030001067   
0601OWA0N       20260101000815100000005000 0000000030001069   
0601OWA0N       20260101000820100000005000 0000000030001071   
0601OWA0N       20260101000825100000005000 0000000030001074   
0601OWA0N       20260101000830100000005000 0000000030001079   
0601OWA0N       20260101000835100000005000 0000000030001082   
0601OWA0N       20260101000840100000005000 0000000030001085   
0601OWA0N       20260101000845100000005000 0000000030001089   
0601OWA0N       20260101000850100000005000 0000000030001092   
0601OWA0N       20260101000855100000005000 0000000030001095   
0601OWA0N       20260101000860100000005000 0000000030001099   
0601OWA0N       20260101000865100000005000 0000000030001102   
0601OWA0N       20260101000870100000005000 0000000030001105   
0601OWA0N       20260101000875100000005000 0000000030001109   
0601OWA0N       20260101000880100000005000 0000000030001112   
0601OWA0N       20260101000885100000005000 0000000030001115   
0601OWA0N       20260101000890100000005000 0000000030001118   
0601OWA0N       20260101000895100000005000 0000000030001121   
0601OWA0N       20260101000900100000005000 0000000030001125   
0601OWA0N       20260101000905100000005000 0000000030001127   
0601OWA0N       20260101000910100000005000 0000000030001131   
0601OWA0N       20260101000915100000005000 0000000030001135   
0601OWA0N       20260101000920100000005000 0000000030001137   
0601OWA0N       20260101000925100000005000 0000000030001141   
0601OWA0N       20260101000930100000005000 0000000030001143   
0601OWA0N       20260101000935100000005000 0000000030001147   
0601OWA0N       20260101000940100000005000 0000000030001150   
0601OWA0N       20260101000945100000005000 0000000030001153   
0601OWA0N       20260101000950100000005000 0000000030001156   
0601OWA0N       20260101000955100000005000 0000000030001158   
0601OWA0N       20260101000960100000005000 0000000030001162   
0601OWA0N       20260101000965100000005000 0000000030001165   
0601OWA0N       20260101000970100000005000 0000000030001167   
0601OWA0N       20260101000975100000005000 0000000030001170   
0601OWA0N       20260101000980100000005000 0000000030001173   
0601OWA0N       20260101000985100000005000 0000000030001176   
0601OWA0N       20260101000990100000005000 0000000030001179   
0601OWA0N       20260101000995100000005000 0000000030001181   
0601OWA0N       20260101001000100000005000 0000000030001184   
0601OWA0N       20260101001005100000005000 0000000030001186   
0601OWA0N       20260101001010100000005000 0000000030001189   
0601OWA0N       20260101001015100000005000 0000000030001192   
0601OWA0N       20260101001020100000005000 0000000030001194   
0601OWA0N       20260101001025100000005000 0000000030001197   
0601OWA0N       20260101001030100000005000 0000000030001199   
0601OWA0N       20260101001035100000005000 0000000030001202   
0601OWA0N       20260101001040100000005000 0000000030001205   
0601OWA0N       20260101001045100000005000 0000000030001208   
0601OWA0N       20260101001050100000005000 0000000030001210   
0601OWA0N       20260101001055100000005000 0000000030001213   
0601OWA0N       20260101001060100000005000 0000000030001215   
0601OWA0N       20260101001065100000005000 0000000030001218   
0601OWA0N       20260101001070100000005000 0000000030001220   
0601OWA0N       20260101001075100000005000 0000000030001222   
0601OWA0N       20260101001080100000005000 0000000030001225   
0601OWA0N       20260101001085100000005000 0000000030001227   
0601OWA0N       20260101001090100000005000 0000000030001229   
0601OWA0N       20260101001095100000005000 0000000030001231   
0601OWA0N       20260101001100100000005000 0000000030001234   
0601OWA0N       20260101001105100000005000 0000000030001236   
0601OWA0N       20260101001110100000005000 0000000030001238   
0601OWA0N       20260101001115100000005000 0000000030001240   
0601OWA0N       20260101001120100000005000 0000000030001242   
0601OWA0N       20260101001125100000005000 0000000030001244   
0601OWA0N       20260101001130100000005000 0000000030001247   
0601OWA0N       20260101001135100000005000 0000000030001249   
0601OWA0N       20260101001140100000005000 0000000030001251   
0601OWA0N       20260101001145100000005000 0000000030001253   
0601OWA0N       20260101001150100000005000 0000000030001256   
0601OWA0N       20260101001155100000005000 0000000030001259   
0601OWA0N       20260101001160100000005000 0000000030001262   
0601OWA0N       20260101001165100000005000 0000000030001264   
0601OWA0N       20260101001170100000005000 0000000030001267   
0601OWA0N       20260101001175100000005000 0000000030001270   
0601OWA0N       20260101001180100000005000 0000000030001273   
0601OWA0N       20260101001185100000005000 0000000030001275   
0601OWA0N       20260101001190100000005000 0000000030001279   
0601OWA0N       20260101001195100000005000 0000000030001281   
0601OWA0N       20260101001200100000005000 0000000030001284   
0601OWA0N       20260101001205100000005000 0000000030001286   
0601OWA0N       20260101001210100000005000 0000000030001289   
0601OWA0N       20260101001215100000005000 0000000030001291   
0601OWA0N       20260101001220100000005000 0000000030001294   
0601OWA0N       20260101001225100000005000 0000000030001297   
0601OWA0N       20260101001230100000005000 0000000030001300   
0601OWA0N       20260101001235100000005000 0000000030001302   
0601OWA0N       20260101001240100000005000 0000000030001305   
0601OWA0N       20260101001245100000005000 0000000030001307   
0601OWA0N       20260101001250100000005000 0000000030001309   
0601OWA0N       20260101001255100000005000 0000000030001313   
0601OWA0N       20260101001260100000005000 0000000030001316   
0601OWA0N       20260101001265100000005000 0000000030001318   
0601OWA0N       20260101001270100000005000 0000000030001320   
0601OWA0N       20260101001275100000005000 0000000030001323   
0601OWA0N       20260101001280100000005000 0000000030001326   
0601OWA0N       20260101001285100000005000 0000000030001328   
0601OWA0N       20260101001290100000005000 0000000030001330   
0601OWA0N       20260101001295100000005000 0000000030001333   
0601OWA0N       20260101001300100000005000 0000000030001336   
0601OWA0N       20260101001305100000005000 0000000030001338   
0601OWA0N       20260101001310100000005000 0000000030001341   
0601OWA0N       20260101001315100000005000 0000000030001343   
0601OWA0N       20260101001320100000005000 0000000030001345   
0601OWA0N       20260101001325100000005000 0000000030001347   
0601OWA0N       20260101001330100000005000 0000000030001351   
0601OWA0N       20260101001335100000005000 0000000030001353   
0601OWA0N       20260101001340100000005000 0000000030001355   
0601OWA0N       20260101001345100000005000 0000000030001358   
0601OWA0N       20260101001350100000005000 0000000030001360   
0601OWA0N       20260101001355100000005000 0000000030001362   
0601OWA0N       20260101001360100000005000 0000000030001364   
0601OWA0N       20260101001365100000005000 0000000030001367   
0601OWA0N       20260101001370100000005000 0000000030001370   
0601OWA0N       20260101001375100000005000 0000000030001371   
0601OWA0N       20260101001380100000005000 0000000030001375   
0601OWA0N       20260101001385100000005000 0000000030001377   
0601OWA0N       20260101001390100000005000 0000000030001379   
0601OWA0N       20260101001395100000005000 0000000030001380   
0601OWA0N       20260101001400100000005000 0000000030001384   
0601OWA0N       20260101001405100000005000 0000000030001385   
0601OWA0N       20260101001410100000005000 0000000030001388   
0601OWA0N       20260101001415100000005000 0000000030001390   
0601OWA0N       20260101001420100000005000 0000000030001393   
0601OWA0N       20260101001425100000005000 0000000030001394   
0601OWA0N       20260101001430100000005000 0000000030001397   
0601OWA0N       20260101001435100000005000 0000000030001399   
0601OWA0N       20260101001440100000005000 0000000030001401   
0601OWA0N       20260101001445100000005000 0000000030001402   
0601OWA0N       20260101001450100000005000 0000000030001405   
0601OWA0N       20260101001455100000005000 0000000030001407   
0601OWA0N       20260101001460100000005000 0000000030001409   
0601OWA0N       20260101001465100000005000 0000000030001413   
0601OWA0N       20260101001470100000005000 0000000030001415   
0601OWA0N       20260101001475100000005000 0000000030001417   
0601OWA0N       20260101001480100000005000 0000000030001420   
0601OWA0N       20260101001485100000005000 0000000030001423   
0601OWA0N       20260101001490100000005000 0000000030001426   
0601OWA0N       20260101001495100000005000 0000000030001428   
0601OWA0N       20260101001500100000500000 0000000030001541   
0601OWA0N       20260101002000100000500000 0000000030001722   
0601OWA0N       20260101002500100000500000 0000000030001846   
0601OWA0N       20260101003000100000500000 0000000030001931   
0601OWA0N       20260101003500100000500000 0000000030001994   
0601OWA0N       20260101004000100000500000 0000000030002042   
0601OWA0N       20260101004500100000500000 0000000030002080   
0601OWA0N       20260101005000100000500000 0000000030002111   
0601OWA0N       20260101005500100000500000 0000000030002136   
0601OWA0N       20260101006000100000500000 0000000030002157   
0601OWA0N       20260101006500100000500000 0000000030002176   
0601OWA0N       20260101007000100000500000 0000000030002191   
0601OWA0N       20260101007500100000500000 0000000030002203   
0601OWA0N       20260101008000100000500000 0000000030002205   
0601OWA0N       20260101008500100000500000 0000000030002208   
0601OWA0N       20260101009000100000500000 0000000030002211   
0601OWA0N       20260101009500100000500000 0000000030002213   
0601OWA1N       20260101000000100000040000 0100000030000000   
0601OWA1N       20260101000040100000005000 0100000030000071   
0601OWA1N       20260101000045100000005000 0100000030000063   
0601OWA1N       20260101000050100000005000 0100000030000057   
0601OWA1N       20260101000055100000005000 0100000030000052   
0601OWA1N       20260101000060100000005000 0100000030000048   
0601OWA1N       20260101000065100000005000 0100000030000044   
0601OWA1N       20260101000070100000005000 0100000030000041   
0601OWA1N       20260101000075100000005000 0100000030000039   
0601OWA1N       20260101000080100000005000 0100000030000036   
0601OWA1N       20260101000085100000005000 0100000030000034   
0601OWA1N       20260101000090100000005000 0100000030000032   
0601OWA1N       20260101000095100000005000 0100000030000031   
0601OWA1N       20260101000100100000005000 0100000030000029   
0601OWA1N       20260101000105100000005000 0100000030000028   
0601OWA1N       20260101000110100000005000 0100000030000027   
0601OWA1N       20260101000115100000005000 0100000030000026   
0601OWA1N       20260101000120100000005000 0100000030000024   
0601OWA1N       20260101000125100000005000 0100000030000024   
0601OWA1N       20260101000130100000005000 0100000030000023   
0601OWA1N       20260101000135100000005000 0100000030000022   
0601OWA1N       20260101000140100000005000 0100000030000021   
0601OWA1N       20260101000145100000005000 0100000030000020   
0601OWA1N       20260101000150100000005000 0100000030000020   
0601OWA1N       20260101000155100000005000 0100000030000019   
0601OWA1N       20260101000160100000005000 0100000030000018   
0601OWA1N       20260101000165100000005000 0100000030000018   
0601OWA1N       20260101000170100000005000 0100000030000017   
0601OWA1N       20260101000175100000005000 0100000030000017   
0601OWA1N       20260101000180100000005000 0100000030000016   
0601OWA1N       20260101000185100000005000 0100000030000016   
0601OWA1N       20260101000190100000005000 0100000030000016   
0601OWA1N       20260101000195100000005000 0100000030000015   
0601OWA1N       20260101000200100000005000 0100000030000015   
0601OWA1N       20260101000205100000005000 0100000030000014   
0601OWA1N       20260101000210100000005000 0100000030000014   
0601OWA1N       20260101000215100000005000 0100000030000014   
0601OWA1N       20260101000220100000005000 0100000030000013   
0601OWA1N       20260101000225100000005000 0100000030000013   
0601OWA1N       20260101000230100000005000 0100000030000013   
0601OWA1N       20260101000235100000005000 0100000030000013   
0601OWA1N       20260101000240100000005000 0100000030000012   
0601OWA1N       20260101000245100000005000 0100000030000012   
0601OWA1N       20260101000250100000005000 0100000030000012   
0601OWA1N       20260101000255100000005000 0100000030000012   
0601OWA1N       20260101000260100000005000 0100000030000011   
0601OWA1N       20260101000265100000005000 0100000030000011   
0601OWA1N       20260101000270100000005000 0100000030000037   
0601OWA1N       20260101000275100000005000 0100000030000058   
0601OWA1N       20260101000280100000005000 0100000030000081   
0601OWA1N       20260101000285100000005000 0100000030000104   
0601OWA1N       20260101000290100000005000 0100000030000123   
0601OWA1N       20260101000295100000005000 0100000030000145   
0601OWA1N       20260101000300100000005000 0100000030000165   
0601OWA1N       20260101000305100000005000 0100000030000182   
0601OWA1N       20260101000310100000005000 0100000030000202   
0601OWA1N       20260101000315100000005000 0100000030000220   
0601OWA1N       20260101000320100000005000 0100000030000242   
0601OWA1N       20260101000325100000005000 0100000030000260   
0601OWA1N       20260101000330100000005000 0100000030000280   
0601OWA1N       20260101000335100000005000 0100000030000293   
0601OWA1N       20260101000340100000005000 0100000030000309   
0601OWA1N       20260101000345100000005000 0100000030000328   
0601OWA1N       20260101000350100000005000 0100000030000340   
0601OWA1N       20260101000355100000005000 0100000030000355   
0601OWA1N       20260101000360100000005000 0100000030000370   
0601OWA1N       20260101000365100000005000 0100000030000384   
0601OWA1N       20260101000370100000005000 0100000030000397   
0601OWA1N       20260101000375100000005000 0100000030000411   
0601OWA1N       20260101000380100000005000 0100000030000426   
0601OWA1N       20260101000385100000005000 0100000030000436   
0601OWA1N       20260101000390100000005000 0100000030000448   
0601OWA1N       20260101000395100000005000 0100000030000463   
0601OWA1N       20260101000400100000005000 0100000030000472   
0601OWA1N       20260101000405100000005000 0100000030000483   
0601OWA1N       20260101000410100000005000 0100000030000495   
0601OWA1N       20260101000415100000005000 0100000030000505   
0601OWA1N       20260101000420100000005000 0100000030000516   
0601OWA1N       20260101000425100000005000 0100000030000526   
0601OWA1N       20260101000430100000005000 0100000030000534   
0601OWA1N       20260101000435100000005000 0100000030000546   
0601OWA1N       20260101000440100000005000 0100000030000556   
0601OWA1N       20260101000445100000005000 0100000030000563   
0601OWA1N       20260101000450100000005000 0100000030000575   
0601OWA1N       20260101000455100000005000 0100000030000584   
0601OWA1N       20260101000460100000005000 0100000030000590   
0601OWA1N       20260101000465100000005000 0100000030000599   
0601OWA1N       20260101000470100000005000 0100000030000610   
0601OWA1N       20260101000475100000005000 0100000030000616   
0601OWA1N       20260101000480100000005000 0100000030000624   
0601OWA1N       20260101000485100000005000 0100000030000634   
0601OWA1N       20260101000490100000005000 0100000030000642   
0601OWA1N       20260101000495100000005000 0100000030000647   
0601OWA1N       20260101000500100000005000 0100000030000657   
0601OWA1N       20260101000505100000005000 0100000030000664   
0601OWA1N       20260101000510100000005000 0100000030000669   
0601OWA1N       20260101000515100000005000 0100000030000678   
0601OWA1N       20260101000520100000005000 0100000030000685   
0601OWA1N       20260101000525100000005000 0100000030000690   
0601OWA1N       20260101000530100000005000 0100000030000699   
0601OWA1N       20260101000535100000005000 0100000030000705   
0601OWA1N       20260101000540100000005000 0100000030000710   
0601OWA1N       20260101000545100000005000 0100000030000718   
0601OWA1N       20260101000550100000005000 0100000030000724   
0601OWA1N       20260101000555100000005000 0100000030000728   
0601OWA1N       20260101000560100000005000 0100000030000736   
0601OWA1N       20260101000565100000005000 0100000030000740   
0601OWA1N       20260101000570100000005000 0100000030000746   
0601OWA1N       20260101000575100000005000 0100000030000752   
0601OWA1N       20260101000580100000005000 0100000030000755   
0601OWA1N       20260101000585100000005000 0100000030000764   
0601OWA1N       20260101000590100000005000 0100000030000770   
0601OWA1N       20260101000595100000005000 0100000030000773   
0601OWA1N       20260101000600100000005000 0100000030000778   
0601OWA1N       20260101000605100000005000 0100000030000784   
0601OWA1N       20260101000610100000005000 0100000030000789   
0601OWA1N       20260101000615100000005000 0100000030000795   
0601OWA1N       20260101000620100000005000 0100000030000800   
0601OWA1N       20260101000625100000005000 0100000030000805   
0601OWA1N       20260101000630100000005000 0100000030000809   
0601OWA1N       20260101000635100000005000 0100000030000814   
0601OWA1N       20260101000640100000005000 0100000030000819   
0601OWA1N       20260101000645100000005000 0100000030000823   
0601OWA1N       20260101000650100000005000 0100000030000829   
0601OWA1N       20260101000655100000005000 0100000030000833   
0601OWA1N       20260101000660100000005000 0100000030000838   
0601OWA1N       20260101000665100000005000 0100000030000842   
0601OWA1N       20260101000670100000005000 0100000030000846   
0601OWA1N       20260101000675100000005000 0100000030000850   
0601OWA1N       20260101000680100000005000 0100000030000856   
0601OWA1N       20260101000685100000005000 0100000030000860   
0601OWA1N       20260101000690100000005000 0100000030000864   
0601OWA1N       20260101000695100000005000 0100000030000867   
0601OWA1N       20260101000700100000005000 0100000030000871   
0601OWA1N       20260101000705100000005000 0100000030000875   
0601OWA1N       20260101000710100000005000 0100000030000879   
0601OWA1N       20260101000715100000005000 0100000030000882   
0601OWA1N       20260101000720100000005000 0100000030000886   
0601OWA1N       20260101000725100000005000 0100000030000889   
0601OWA1N       20260101000730100000005000 0100000030000893   
0601OWA1N       20260101000735100000005000 0100000030000896   
0601OWA1N       20260101000740100000005000 0100000030000900   
0601OWA1N       20260101000745100000005000 0100000030000903   
0601OWA1N       20260101000750100000005000 0100000030000906   
0601OWA1N       20260101000755100000005000 0100000030000911   
0601OWA1N       20260101000760100000005000 0100000030000914   
0601OWA1N       20260101000765100000005000 0100000030000917   
0601OWA1N       20260101000770100000005000 0100000030000920   
0601OWA1N       20260101000775100000005000 0100000030000923   
0601OWA1N       20260101000780100000005000 0100000030000927   
0601OWA1N       20260101000785100000005000 0100000030000930   
0601OWA1N       20260101000790100000005000 0100000030000932   
0601OWA1N       20260101000795100000005000 0100000030000935   
0601OWA1N       20260101000800100000005000 0100000030000938   
0601OWA1N       20260101000805100000005000 0100000030000941   
0601OWA1N       20260101000810100000005000 0100000030000944   
0601OWA1N       20260101000815100000005000 0100000030000948   
0601OWA1N       20260101000820100000005000 0100000030000951   
0601OWA1N       20260101000825100000005000 0100000030000953   
0601OWA1N       20260101000830100000005000 0100000030000956   
0601OWA1N       20260101000835100000005000 0100000030000959   
0601OWA1N       20260101000840100000005000 0100000030000961   
0601OWA1N       20260101000845100000005000 0100000030000964   
0601OWA1N       20260101000850100000005000 0100000030000967   
0601OWA1N       20260101000855100000005000 0100000030000969   
0601OWA1N       20260101000860100000005000 0100000030000972   
0601OWA1N       20260101000865100000005000 0100000030000974   
0601OWA1N       20260101000870100000005000 0100000030000978   
0601OWA1N       20260101000875100000005000 0100000030000980   
0601OWA1N       20260101000880100000005000 0100000030000982   
0601OWA1N       20260101000885100000005000 0100000030000985   
0601OWA1N       20260101000890100000005000 0100000030000987   
0601OWA1N       20260101000895100000005000 0100000030000989   
0601OWA1N       20260101000900100000005000 0100000030000993   
0601OWA1N       20260101000905100000005000 0100000030000996   
0601OWA1N       20260101000910100000005000 0100000030000999   
0601OWA1N       20260101000915100000005000 0100000030001004   
0601OWA1N       20260101000920100000005000 0100000030001007   
0601OWA1N       20260101000925100000005000 0100000030001010   
0601OWA1N       20260101000930100000005000 0100000030001014   
0601OWA1N       20260101000935100000005000 0100000030001018   
0601OWA1N       20260101000940100000005000 0100000030001021   
0601OWA1N       20260101000945100000005000 0100000030001025   
0601OWA1N       20260101000950100000005000 0100000030001028   
0601OWA1N       20260101000955100000005000 0100000030001031   
0601OWA1N       20260101000960100000005000 0100000030001035   
0601OWA1N       20260101000965100000005000 0100000030001039   
0601OWA1N       20260101000970100000005000 0100000030001042   
0601OWA1N       20260101000975100000005000 0100000030001046   
0601OWA1N       20260101000980100000005000 0100000030001048   
0601OWA1N       20260101000985100000005000 0100000030001052   
0601OWA1N       20260101000990100000005000 0100000030001056   
0601OWA1N       20260101000995100000005000 0100000030001059   
0601OWA1N       20260101001000100000005000 0100000030001062   
0601OWA1N       20260101001005100000005000 0100000030001065   
0601OWA1N       20260101001010100000005000 0100000030001069   
0601OWA1N       20260101001015100000005000 0100000030001072   
0601OWA1N       20260101001020100000005000 0100000030001075   
0601OWA1N       20260101001025100000005000 0100000030001078   
0601OWA1N       20260101001030100000005000 0100000030001081   
0601OWA1N       20260101001035100000005000 0100000030001084   
0601OWA1N       20260101001040100000005000 0100000030001088   
0601OWA1N       20260101001045100000005000 0100000030001091   
0601OWA1N       20260101001050100000005000 0100000030001095   
0601OWA1N       20260101001055100000005000 0100000030001098   
0601OWA1N       20260101001060100000005000 0100000030001100   
0601OWA1N       20260101001065100000005000 0100000030001104   
0601OWA1N       20260101001070100000005000 0100000030001106   
0601OWA1N       20260101001075100000005000 0100000030001109   
0601OWA1N       20260101001080100000005000 0100000030001112   
0601OWA1N       20260101001085100000005000 0100000030001114   
0601OWA1N       20260101001090100000005000 0100000030001118   
0601OWA1N       20260101001095100000005000 0100000030001120   
0601OWA1N       20260101001100100000005000 0100000030001123   
0601OWA1N       20260101001105100000005000 0100000030001126   
0601OWA1N       20260101001110100000005000 0100000030001128   
0601OWA1N       20260101001115100000005000 0100000030001131   
0601OWA1N       20260101001120100000005000 0100000030001133   
0601OWA1N       20260101001125100000005000 0100000030001136   
0601OWA1N       20260101001130100000005000 0100000030001139   
0601OWA1N       20260101001135100000005000 0100000030001142   
0601OWA1N       20260101001140100000005000 0100000030001144   
0601OWA1N       20260101001145100000005000 0100000030001147   
0601OWA1N       20260101001150100000005000 0100000030001150   
0601OWA1N       20260101001155100000005000 0100000030001152   
0601OWA1N       20260101001160100000005000 0100000030001154   
0601OWA1N       20260101001165100000005000 0100000030001157   
